x,y,z,reachable,left_ok,right_ok,left_error,right_error,left_joint_margin,right_joint_margin,left_sigma_min,right_sigma_min
-0.4999999999999998,0.6500000000000002,0.15,0,0,1,0.17306818341743627,4.377615211158733e-05,0.0,0.8000605837523821,0.13180368910599027,0.16039553326706585
-0.44999999999999973,0.6500000000000002,0.15,0,0,1,0.17623156707077278,5.2163679823209874e-05,0.0,0.7633529796516614,0.14524365309677265,0.15341663925463694
-0.3999999999999997,0.6500000000000002,0.15,0,0,1,0.1793551705903537,6.681806690426443e-05,0.0,0.7167107310674714,0.15488006559876472,0.14354799425977333
-0.34999999999999964,0.6500000000000002,0.15,0,0,1,0.18358154567596083,9.542785532305105e-05,0.0,0.6593518847020126,0.1614623394508359,0.13013060528116027
-0.2999999999999996,0.6500000000000002,0.15,0,0,1,0.18960226017725704,0.00016319087890726152,0.0,0.5885827700279589,0.1654222252383766,0.11189237562252613
-0.24999999999999956,0.6500000000000002,0.15,0,0,1,0.1977106076113623,0.000392903342069542,0.0,0.4961153648002381,0.16700607906338663,0.08582060380926768
-0.1999999999999995,0.6500000000000002,0.15,0,0,1,0.20783656807873288,0.0004088228172544985,0.0,0.3334451068635831,0.16632858303015124,0.03668199835472967
-0.14999999999999947,0.6500000000000002,0.15,0,0,0,0.21955179737979186,0.03932222016373482,0.0,0.0,0.1633944297849195,0.04958544862135181
-0.09999999999999942,0.6500000000000002,0.15,0,0,0,0.2320653014842633,0.10449196979899923,0.0,0.0,0.15810215875296638,0.04531695425737445
-0.09999999999999942,0.7000000000000002,0.15,0,0,0,0.24353050007905722,1.984452788478809,0.0,0.0,0.1274245945174831,0.04379932689059347
-0.14999999999999947,0.7000000000000002,0.15,0,0,0,0.23604232223119712,0.10803914757497983,0.0,0.0,0.13384337726249568,0.04526377919143204
-0.1999999999999995,0.7000000000000002,0.15,0,0,0,0.2276326913785488,0.046313095095491134,0.0,0.0,0.13728299035702934,0.06912294854890393
-0.24999999999999956,0.7000000000000002,0.15,0,0,0,0.2192715535575241,0.025223472162802008,0.0,0.0,0.13793108637545617,0.006999650381638364
-0.2999999999999996,0.7000000000000002,0.15,0,0,1,0.21142014713188143,0.0002591404770238485,0.0,0.4072213476266382,0.13578194784804756,0.057514462915401264
-0.34999999999999964,0.7000000000000002,0.15,0,0,1,0.20407509832254767,0.0005273009121930356,0.0,0.5167779383589572,0.13064041154773853,0.0890937362069788
-0.3999999999999997,0.7000000000000002,0.15,0,0,1,0.19670002085832233,0.0001486623433439597,0.0,0.5867531045611272,0.12205826903496668,0.10791420704476519
-0.44999999999999973,0.7000000000000002,0.15,0,0,1,0.1883765242140744,8.603184424228497e-05,0.0,0.6389272788355491,0.10913644542172325,0.12086442660327826
-0.4999999999999998,0.7000000000000002,0.15,0,0,1,0.1773011685967008,6.330417808564228e-05,0.0,0.677327558384512,0.08985802602083438,0.1295552222441096
-0.5499999999999998,0.7000000000000002,0.15,0,0,1,0.15346420821622075,5.3869561128520035e-05,0.0,0.7035394739999836,0.05758194121441217,0.13476812540927155
-0.5999999999999999,0.7000000000000002,0.15,0,0,1,0.11205978789962596,5.071318478165765e-05,0.0,0.7179289326856733,0.01509452624269287,0.13683862107280084
-0.6499999999999999,0.7000000000000002,0.15,0,0,1,0.3471421107385028,5.1981849457435927e-05,0.0,0.720209085521782,0.020556846033417366,0.13582849346561993
-0.7,0.7000000000000002,0.15,0,0,1,0.5009308751736747,5.8114418408895204e-05,0.0,0.709572117385707,0.04414626803457854,0.13157886124648827
-0.75,0.7000000000000002,0.15,0,0,1,0.9266864417117744,7.210621073248634e-05,0.0,0.6845187436410949,0.04531917224726151,0.12368612278137454
-0.75,0.7500000000000002,0.15,0,0,1,0.4000130788366387,0.0014100988097580597,0.0,0.4760418598958429,0.2269108206692258,0.06893508804113913
-0.7,0.7500000000000002,0.15,0,0,1,0.3525718895582346,0.00013778951932286052,0.0,0.5163455554742933,0.04352826684488852,0.0811903670813711
-0.6499999999999999,0.7500000000000002,0.15,0,0,1,0.7456385342351848,0.00010524847645084969,0.0,0.5379040224028009,0.020047608271932162,0.08836874803365509
-0.5999999999999999,0.7500000000000002,0.15,0,0,1,0.25230489430545483,9.851351070101981e-05,0.0,0.5403749606935309,0.07467700232035082,0.0903709291148395
-0.5499999999999998,0.7500000000000002,0.15,0,0,1,0.11427286210840665,0.00011279429322497615,0.0,0.5256625226981964,0.07902289988426597,0.08759683706067613
-0.4999999999999998,0.7500000000000002,0.15,0,0,1,0.12648473265735385,0.0001593333109277256,0.0,0.49300880091955546,0.014634683530601506,0.07962070158937175
-0.44999999999999973,0.7500000000000002,0.15,0,0,1,0.15389788659197837,0.00030686143674831526,0.0,0.4374354298398724,0.039529830110249436,0.0646897305054664
